"Site","Quadrat","Year","Depth metres","Temperature celsius","Sand %","Macroalgae %","Microalgae %","Corals %"
"LTER05","Q2.3",2005,"20",NA,0,0,94.5,3.6
"LTER06","Q2.3",2005,"20",27.495900203666,0,0,100,0
"LTER01","Q2.3",2006,"20",NA,1.2,7.1,33.9,57.7
"LTER02","Q2.3",2006,"20",27.9319263995129,0,1.8,56.5,31.5
"LTER03","Q2.3",2006,"20",27.8824626041944,0,1.2,86.7,12
"LTER04","Q2.3",2006,"20",28.2854185022026,16.9,0,60.6,21.2
"LTER05","Q2.3",2006,"20",27.1457462804685,10.5,0,68,19.7
"LTER06","Q2.3",2006,"20",27.9235239838328,0.6,0,98.2,1.2
"LTER01","Q2.3",2007,"20",NA,0,0.5,41.1,58.3
"LTER02","Q2.3",2007,"20",27.9682344433872,0,1,91.8,7.2
"LTER03","Q2.3",2007,"20",27.9358419950504,0,0.5,88.1,5.1
"LTER04","Q2.3",2007,"20",27.9490216150392,5.2,2.6,74.1,16.7
"LTER05","Q2.3",2007,"20",27.7032219769438,3.5,0,76.8,19.1
"LTER06","Q2.3",2007,"20",27.9734989915902,1.6,0,94.8,3.6
"LTER01","Q2.3",2008,"20",NA,0,8.3,84.5,6.7
"LTER03","Q2.3",2008,"20",27.4413080777407,0,6.2,92.3,1
"LTER04","Q2.3",2008,"20",27.4124428582277,13.6,14.1,60.3,11.6
"LTER05","Q2.3",2008,"20",27.4450958508902,0.5,0.5,78.8,17.1
"LTER06","Q2.3",2008,"20",27.4637628083491,11,0.5,88,0.5
"LTER01","Q2.3",2009,"20",NA,1.5,0.5,95.9,2.1
"LTER02","Q2.3",2009,"20",27.8444088763703,0,29.9,70.1,0
"LTER03","Q2.3",2009,"20",27.7719239552409,0,0,99.5,0.5
"LTER04","Q2.3",2009,"20",27.7516158617803,8.8,7.7,83,0.5
"LTER05","Q2.3",2009,"20",28.1354549439539,0,7.2,89.7,2.6
"LTER06","Q2.3",2009,"20",27.8136374015299,1.1,1.6,97.3,0
"LTER01","Q2.3",2010,"20",NA,5.4,0,94.6,0
"LTER02","Q2.3",2010,"20",27.7875667795335,0,0,97.4,2.6
"LTER03","Q2.3",2010,"20",27.7105324250266,0,0,100,0
"LTER04","Q2.3",2010,"20",27.692729279245,11.7,0,88.3,0
"LTER05","Q2.3",2010,"20",26.6025802719121,0.5,1,96.4,1
"LTER06","Q2.3",2010,"20",27.7443217209214,2.1,1,96.9,0
"LTER01","Q2.3",2011,"20",NA,4.3,0,95.7,0
"LTER02","Q2.3",2011,"20",27.1482873453853,0,0.5,98.9,0.5
"LTER03","Q2.3",2011,"20",27.1326841985081,0,0,100,0
"LTER04","Q2.3",2011,"20",27.1043979296697,5.2,0.5,94.3,0
"LTER05","Q2.3",2011,"20",26.6905392503536,2.6,0.5,95.2,0
"LTER06","Q2.3",2011,"20",27.132411336711,0.5,0.5,98.9,0
"LTER01","Q2.3",2012,"20",NA,4.5,0,94.4,1.2
"LTER02","Q2.3",2012,"20",27.5812892449034,1.1,2.8,95.5,0.6
"LTER03","Q2.3",2012,"20",27.515469829222,0,7.3,92.7,0
"LTER04","Q2.3",2012,"20",27.4946154138193,2.8,7.2,90.1,0
"LTER05","Q2.3",2012,"20",27.5461214011334,0.5,3.2,92.5,1.6
"LTER06","Q2.3",2012,"20",27.5772266737554,3.2,0.5,96.3,0
"LTER01","Q2.3",2013,"20",NA,3.3,0,90.8,2.2
"LTER02","Q2.3",2013,"20",27.3214705546462,0,0,89,0.6
"LTER03","Q2.3",2013,"20",27.2181975637609,4.3,0,78.8,0.5
"LTER04","Q2.3",2013,"20",27.1946249333638,13.9,0,78.6,0
"LTER05","Q2.3",2013,"20",27.2388506053453,0,1.6,86.9,6
"LTER06","Q2.3",2013,"20",27.7932696573823,2.2,0,94.4,2.2
"LTER01","Q2.3",2014,"20",NA,0,2.9,82.9,10.9
"LTER02","Q2.3",2014,"20",27.6575657543646,1.7,9,72.9,6.3
"LTER03","Q2.3",2014,"20",27.8733529054464,0,0,81.8,2.6
"LTER04","Q2.3",2014,"20",27.5694664129401,7,0.5,84,2.7
"LTER05","Q2.3",2014,"20",27.6289923129614,0,0,91.3,3.3
"LTER06","Q2.3",2014,"20",27.2518094534712,6.6,1.1,81.3,11
"LTER01","Q2.3",2015,"20",NA,0,2.7,78.5,16.1
"LTER02","Q2.3",2015,"20",27.8477554049939,0,1.8,84.3,8.4
"LTER03","Q2.3",2015,"20",26.9406917174453,5.7,0.6,84.5,3.4
"LTER04","Q2.3",2015,"20",27.7785770841264,1.1,1.1,81.1,1.7
"LTER05","Q2.3",2015,"20",27.8033656957929,0,0,78.7,11.9
"LTER06","Q2.3",2015,"20",26.947630934513,1.1,1.1,75,16.7
"LTER01","Q2.3",2016,"20",NA,0.6,25.6,44.6,27.4
"LTER02","Q2.3",2016,"20",28.010210270619,0.6,1.1,74.7,15.2
"LTER03","Q2.3",2016,"20",27.925979040893,8.2,0,59,5.4
"LTER04","Q2.3",2016,"20",28.0495475800085,0,0,75.7,6
"LTER05","Q2.3",2016,"20",27.9850664136622,1.7,1.7,54.7,22.4
"LTER06","Q2.3",2016,"20",28.1875704140587,2.2,0,68.5,9.2
"LTER01","Q2.3",2017,"20",NA,2.8,0,36.7,54.9
"LTER02","Q2.3",2017,"20",27.9582681181486,3.7,1.1,66.3,17.6
"LTER03","Q2.3",2017,"20",28.3406336540718,8.6,0,76,2.3
"LTER04","Q2.3",2017,"20",27.1016394492475,4.3,0,77.8,4.3
"LTER05","Q2.3",2017,"20",28.4645918367347,3.4,0,58.3,19.9
"LTER06","Q2.3",2017,"20",26.6294691259022,4.6,2.3,54.6,21.2
"LTER01","Q2.3",2018,"20",NA,6.9,0,39.9,47.8
"LTER02","Q2.3",2018,"20",27.8710330122225,3.3,21.4,31.9,39.4
"LTER03","Q2.3",2018,"20",NA,5.6,1.1,55,0
"LTER04","Q2.3",2018,"20",27.7870644127299,4.7,0.5,60.4,13
"LTER05","Q2.3",2018,"20",27.293488372093,9.1,0.5,51.3,11.2
"LTER06","Q2.3",2018,"20",26.7813885936947,18.8,4.3,47.8,18.8
"LTER01","Q2.3",2019,"20",NA,9,4.2,17.5,61.3
"LTER02","Q2.3",2019,"20",27.9747720781446,21.3,2.7,20.8,47.5
"LTER03","Q2.3",2019,"20",26.8923199452751,41.2,0.5,29.7,4.3
"LTER04","Q2.3",2019,"20",28.3522945387847,30.4,1.6,38.6,3.2
"LTER05","Q2.3",2019,"20",27.9009289846248,16,0.5,28.9,30.3
"LTER06","Q2.3",2019,"20",26.9915524884143,23.9,0.6,25.6,26.6
"LTER01","Q2.3",2020,"20",NA,0,0,47.7,46.1
"LTER02","Q2.3",2020,"20",28.0048242484057,0,1.5,36.6,45.8
"LTER03","Q2.3",2020,"20",28.2610948310948,0,0,86.5,0
"LTER04","Q2.3",2020,"20",27.579980620155,0,0.5,54.6,5.7
"LTER05","Q2.3",2020,"20",27.971828846957,0,0,53.2,10.1
"LTER06","Q2.3",2020,"20",27.9758045169861,0,23.2,37.1,24.7
"LTER01","Q2.3",2021,"20",NA,4,0,53.4,42
"LTER02","Q2.3",2021,"20",28.2431997658232,0,4.3,81.3,11.7
"LTER03","Q2.3",2021,"20",NA,0.5,20.3,79.1,0
"LTER04","Q2.3",2021,"20",28.2712806706652,0.5,16.3,77.7,5.3
"LTER05","Q2.3",2021,"20",28.2025612148054,0,18.8,72.2,6.2
"LTER06","Q2.3",2021,"20",28.1940485062843,0,21,56.4,20.1
"LTER01","Q2.4",2005,"20",NA,0,1.2,69.9,26.1
"LTER02","Q2.4",2005,"20",27.3486436220177,2.4,0.6,45.8,47.7
"LTER03","Q2.4",2005,"20",27.2598014202225,0,2.2,73.6,23.6
"LTER04","Q2.4",2005,"20",NA,0,0,45.3,54
"LTER05","Q2.4",2005,"20",NA,0,0,67.5,32.5
"LTER06","Q2.4",2005,"20",27.495900203666,3.1,0,85.9,11.1
"LTER01","Q2.4",2006,"20",NA,1.8,4.7,59.6,29.3
"LTER02","Q2.4",2006,"20",27.9319263995129,2.5,9.8,67.5,16.5
"LTER03","Q2.4",2006,"20",27.8824626041944,0,2.9,76,20
"LTER04","Q2.4",2006,"20",28.2854185022026,5.5,0,54,39.9
"LTER05","Q2.4",2006,"20",27.1457462804685,3.5,0,70.2,26.3
"LTER06","Q2.4",2006,"20",27.9235239838328,0,0,83.9,16.1
"LTER01","Q2.4",2007,"20",NA,0,1.5,50.5,43.9
"LTER02","Q2.4",2007,"20",27.9682344433872,0,1,92.3,6.7
"LTER03","Q2.4",2007,"20",27.9358419950504,0,0.5,91.7,5.3
"LTER04","Q2.4",2007,"20",27.9490216150392,4.3,2.1,43.6,48.4
"LTER05","Q2.4",2007,"20",27.7032219769438,5.5,0,70.4,24.1
"LTER06","Q2.4",2007,"20",27.9734989915902,3.2,1.6,45.8,49.4
"LTER01","Q2.4",2008,"20",NA,0,7.6,84.8,3.5
"LTER02","Q2.4",2008,"20",27.4936664008203,0,3,94.9,2
"LTER03","Q2.4",2008,"20",27.4413080777407,0,14.1,85.4,0
"LTER04","Q2.4",2008,"20",27.4124428582277,0,28.5,44.5,26.5
"LTER05","Q2.4",2008,"20",27.4450958508902,1,0.5,69,29.5
"LTER06","Q2.4",2008,"20",27.4637628083491,6.1,0.5,91.3,1.5
"LTER01","Q2.4",2009,"20",NA,1.5,7.7,89.3,0
"LTER02","Q2.4",2009,"20",27.8444088763703,0,8.8,90.2,1
"LTER03","Q2.4",2009,"20",27.7719239552409,0,9.5,90.5,0
"LTER04","Q2.4",2009,"20",27.7516158617803,0,14.1,85.9,0
"LTER05","Q2.4",2009,"20",28.1354549439539,0,3.1,96.9,0
"LTER06","Q2.4",2009,"20",27.8136374015299,4.9,0,95.1,0
"LTER01","Q2.4",2010,"20",NA,0,0,97.9,1.6
"LTER02","Q2.4",2010,"20",27.7875667795335,0.5,0,99,0.5
"LTER03","Q2.4",2010,"20",27.7105324250266,0,0,100,0
"LTER04","Q2.4",2010,"20",27.692729279245,0,2.1,97.9,0
"LTER05","Q2.4",2010,"20",26.6025802719121,3.2,2.1,94.7,0
"LTER06","Q2.4",2010,"20",27.7443217209214,23.2,0,76.8,0
"LTER01","Q2.4",2011,"20",NA,0,0,99,1
"LTER02","Q2.4",2011,"20",27.1482873453853,0.5,0,98.4,0.5
"LTER03","Q2.4",2011,"20",27.1326841985081,0,0,99.5,0.5
"LTER04","Q2.4",2011,"20",27.1043979296697,2.1,2.6,92.6,1.1
"LTER05","Q2.4",2011,"20",26.6905392503536,4.9,11.5,79.8,3.8
"LTER06","Q2.4",2011,"20",27.132411336711,3.8,4.9,90.8,0.5
"LTER01","Q2.4",2012,"20",NA,0.5,1.1,96.2,2.2
"LTER02","Q2.4",2012,"20",27.5812892449034,0,0,96.7,3.3
"LTER03","Q2.4",2012,"20",27.515469829222,0,8.6,91.4,0
"LTER04","Q2.4",2012,"20",27.4946154138193,1.1,18.1,79.7,0
"LTER05","Q2.4",2012,"20",27.5461214011334,1.1,2.8,93.9,2.2
"LTER06","Q2.4",2012,"20",27.5772266737554,4.6,6.7,88.7,0
"LTER01","Q2.4",2013,"20",NA,4.6,2.9,81.5,7
"LTER02","Q2.4",2013,"20",27.3214705546462,1.7,0.6,89.3,2.8
"LTER03","Q2.4",2013,"20",27.2181975637609,0.5,0,96.7,0
"LTER04","Q2.4",2013,"20",27.1946249333638,1.1,1.6,81.3,3.4
"LTER05","Q2.4",2013,"20",27.2388506053453,0,0.5,91,5.8
"LTER06","Q2.4",2013,"20",27.7932696573823,8.8,0.6,89,0.6
"LTER01","Q2.4",2014,"20",NA,1.1,0.6,81.5,11.3
"LTER02","Q2.4",2014,"20",27.6575657543646,3.9,2.8,86.7,3.3
"LTER03","Q2.4",2014,"20",27.8733529054464,3.9,0.6,83,1.6
"LTER04","Q2.4",2014,"20",27.5694664129401,2.1,2.1,71.1,13.8
"LTER05","Q2.4",2014,"20",27.6289923129614,2.2,0.6,85.7,8.3
"LTER06","Q2.4",2014,"20",27.2518094534712,3.9,0.6,91,0
"LTER01","Q2.4",2015,"20",NA,0,0,77.9,20
"LTER02","Q2.4",2015,"20",27.8477554049939,0,0,92.2,7.2
"LTER03","Q2.4",2015,"20",26.9406917174453,17.1,0,76.5,1.8
"LTER04","Q2.4",2015,"20",27.7785770841264,2.2,0.6,67.4,25
"LTER05","Q2.4",2015,"20",27.8033656957929,0.6,1.2,82.1,5.8
"LTER06","Q2.4",2015,"20",26.947630934513,7.1,0,81.9,1.1
"LTER01","Q2.4",2016,"20",NA,0,6.9,40.9,39.6
"LTER02","Q2.4",2016,"20",28.010210270619,0,13.1,72.6,11.3
"LTER03","Q2.4",2016,"20",27.925979040893,15.5,0,74.3,1
"LTER04","Q2.4",2016,"20",28.0495475800085,0,0.5,51.1,32.6
"LTER05","Q2.4",2016,"20",27.9850664136622,1.1,0,67,14.8
"LTER06","Q2.4",2016,"20",28.1875704140587,5.7,0,83.6,4.6
"LTER01","Q2.4",2017,"20",NA,1.1,0.5,51.1,38.1
"LTER02","Q2.4",2017,"20",27.9582681181486,8,0.6,64.2,12.5
"LTER03","Q2.4",2017,"20",28.3406336540718,1.2,0.6,71.9,6.6
"LTER04","Q2.4",2017,"20",27.1016394492475,0,1.1,40.2,39
"LTER05","Q2.4",2017,"20",28.4645918367347,1.1,0,72.1,14.5
"LTER06","Q2.4",2017,"20",26.6294691259022,1.7,1.1,86.5,0.6
"LTER01","Q2.4",2018,"20",NA,5.2,1.6,36.1,48.7
"LTER02","Q2.4",2018,"20",27.8710330122225,10.3,8.6,56.2,17.8
"LTER03","Q2.4",2018,"20",NA,14.7,0.5,65.3,3.2
"LTER04","Q2.4",2018,"20",27.7870644127299,0.5,1.1,32.8,39.2
"LTER05","Q2.4",2018,"20",27.293488372093,1.6,0,72,6.9
"LTER06","Q2.4",2018,"20",26.7813885936947,5.9,10.1,47.3,14.9
"LTER01","Q2.4",2019,"20",NA,14.3,1.6,14.8,54.6
"LTER02","Q2.4",2019,"20",27.9747720781446,37.3,2.1,20.2,28.5
"LTER03","Q2.4",2019,"20",26.8923199452751,27.6,0.5,42.7,1
"LTER04","Q2.4",2019,"20",28.3522945387847,3.3,1.1,28.8,40.1
"LTER05","Q2.4",2019,"20",27.9009289846248,28.5,0,26.9,6.4
"LTER06","Q2.4",2019,"20",26.9915524884143,34.6,1.1,23.1,6
"LTER01","Q2.4",2020,"20",NA,0,0.5,39.5,55.4
"LTER02","Q2.4",2020,"20",28.0048242484057,0.5,0,64.2,20.3
"LTER03","Q2.4",2020,"20",28.2610948310948,0,0.5,69.1,2.6
"LTER04","Q2.4",2020,"20",27.579980620155,0,0,51.5,28.3
"LTER05","Q2.4",2020,"20",27.971828846957,0,0,56.2,16.7
"LTER06","Q2.4",2020,"20",27.9758045169861,3.1,9.7,64.1,10.8
"LTER01","Q2.4",2021,"20",NA,0,1.7,43.9,53.9
"LTER02","Q2.4",2021,"20",28.2431997658232,0.6,1.7,87.7,9.5
"LTER03","Q2.4",2021,"20",NA,15.1,9.7,68.8,6.4
"LTER04","Q2.4",2021,"20",28.2712806706652,0,10.8,50.5,32.9
"LTER05","Q2.4",2021,"20",28.2025612148054,2.2,12.8,78.3,5
"LTER06","Q2.4",2021,"20",28.1940485062843,0,33.5,58.2,4.9
"LTER01","Q2.5",2005,"20",NA,0,0,51.8,48.2
"LTER02","Q2.5",2005,"20",27.3486436220177,0,2.6,68.3,22.1
"LTER03","Q2.5",2005,"20",27.2598014202225,0,4.2,61.7,32.4
"LTER04","Q2.5",2005,"20",NA,0,0,89.1,10.3
"LTER05","Q2.5",2005,"20",NA,0,0,45.9,51.5
"LTER06","Q2.5",2005,"20",27.495900203666,6.8,0,85.1,7.4
"LTER01","Q2.5",2006,"20",NA,7.1,4.1,39.1,49.8
"LTER02","Q2.5",2006,"20",27.9319263995129,0,1.8,86.5,9.8
"LTER03","Q2.5",2006,"20",27.8824626041944,0,1.8,61.3,35.2
"LTER04","Q2.5",2006,"20",28.2854185022026,13.7,0,73.9,12.3
"LTER05","Q2.5",2006,"20",27.1457462804685,1.1,0,50.6,45.9
"LTER06","Q2.5",2006,"20",27.9235239838328,10.8,0,83.2,6
"LTER01","Q2.5",2007,"20",NA,4.6,0.5,45.6,49.3
"LTER02","Q2.5",2007,"20",27.9682344433872,1.5,0,93.3,1.5
"LTER03","Q2.5",2007,"20",27.9358419950504,0,0.5,62.2,32.9
"LTER04","Q2.5",2007,"20",27.9490216150392,9.4,1.6,70.8,18.2
"LTER05","Q2.5",2007,"20",27.7032219769438,0,0.5,51.5,43.4
"LTER06","Q2.5",2007,"20",27.9734989915902,3.1,0,88.5,8.3
"LTER01","Q2.5",2008,"20",NA,4.1,2,86.8,7.1
"LTER02","Q2.5",2008,"20",27.4936664008203,0,6.2,93.3,0
"LTER03","Q2.5",2008,"20",27.4413080777407,0,12.6,84.8,0.5
"LTER04","Q2.5",2008,"20",27.4124428582277,11.5,2,69.5,17
"LTER05","Q2.5",2008,"20",27.4450958508902,15.9,3.2,67.2,11.6
"LTER06","Q2.5",2008,"20",27.4637628083491,15.5,1,83,0.5
"LTER01","Q2.5",2009,"20",NA,0.5,19.6,76.4,3.5
"LTER02","Q2.5",2009,"20",27.8444088763703,0,13.2,85.8,0
"LTER03","Q2.5",2009,"20",27.7719239552409,0,22.6,77.4,0
"LTER04","Q2.5",2009,"20",27.7516158617803,9.8,8.3,81.3,0.5
"LTER05","Q2.5",2009,"20",28.1354549439539,1,4.2,93.7,1
"LTER06","Q2.5",2009,"20",27.8136374015299,8.2,3.1,88.7,0
"LTER01","Q2.5",2010,"20",NA,0,0,100,0
"LTER02","Q2.5",2010,"20",27.7875667795335,0,0,100,0
"LTER03","Q2.5",2010,"20",27.7105324250266,0,0,99.5,0.5
"LTER04","Q2.5",2010,"20",27.692729279245,3,0,97,0
"LTER05","Q2.5",2010,"20",26.6025802719121,3.1,0.5,94.9,1
"LTER06","Q2.5",2010,"20",27.7443217209214,6.7,0,93.3,0
"LTER01","Q2.5",2011,"20",NA,0,0,100,0
"LTER02","Q2.5",2011,"20",27.1482873453853,0,0,98.9,1
"LTER03","Q2.5",2011,"20",27.1326841985081,0,5.3,94.7,0
"LTER04","Q2.5",2011,"20",27.1043979296697,5.9,2.2,90.3,1.6
"LTER05","Q2.5",2011,"20",26.6905392503536,2.2,8.6,88.7,0.5
"LTER06","Q2.5",2011,"20",27.132411336711,8.5,3.7,87.2,0.5
"LTER01","Q2.5",2012,"20",NA,1,9.7,87.7,1.5
"LTER02","Q2.5",2012,"20",27.5812892449034,0,2.8,94.5,2.9
"LTER03","Q2.5",2012,"20",27.515469829222,0,16.5,83.5,0
"LTER04","Q2.5",2012,"20",27.4946154138193,14.9,3.2,79.3,1.6
"LTER05","Q2.5",2012,"20",27.5461214011334,0,1.6,96.2,2
"LTER06","Q2.5",2012,"20",27.5772266737554,3.7,2.6,88.4,5.3
"LTER01","Q2.5",2013,"20",NA,2.8,1.6,90.7,1.7
"LTER02","Q2.5",2013,"20",27.3214705546462,0,3.4,85.4,3.5
"LTER03","Q2.5",2013,"20",27.2181975637609,0,1.6,73.1,0.5
"LTER04","Q2.5",2013,"20",27.1946249333638,0.6,2.2,81.8,3.4
"LTER05","Q2.5",2013,"20",27.2388506053453,0,7.3,91.6,1.2
"LTER06","Q2.5",2013,"20",27.7932696573823,4.4,1.7,82.8,10.6
"LTER01","Q2.5",2014,"20",NA,1.6,2.2,88.1,3.1
"LTER02","Q2.5",2014,"20",27.6575657543646,0,3.9,85.1,7.8
"LTER03","Q2.5",2014,"20",27.8733529054464,0,0,77.7,1.7
"LTER04","Q2.5",2014,"20",27.5694664129401,2.8,0,80.2,12.5
"LTER05","Q2.5",2014,"20",27.6289923129614,0.5,0.5,90.4,3.8
"LTER06","Q2.5",2014,"20",27.2518094534712,5.3,0,80.8,12.2
"LTER01","Q2.5",2015,"20",NA,2.8,1.1,79.3,9.5
"LTER02","Q2.5",2015,"20",27.8477554049939,0,0,73.4,21.9
"LTER03","Q2.5",2015,"20",26.9406917174453,0,0,86,2.4
"LTER04","Q2.5",2015,"20",27.7785770841264,2.8,0.6,68,12.7
"LTER05","Q2.5",2015,"20",27.8033656957929,6.6,0,84.1,3.8
"LTER06","Q2.5",2015,"20",26.947630934513,0.6,0.6,67,16.3
"LTER01","Q2.5",2016,"20",NA,0.6,2.8,74.2,10.2
"LTER02","Q2.5",2016,"20",28.010210270619,0,7,64.3,22.1
"LTER03","Q2.5",2016,"20",27.925979040893,0.5,0,81.9,5.3
"LTER04","Q2.5",2016,"20",28.0495475800085,13.2,0,54.4,9.2
"LTER05","Q2.5",2016,"20",27.9850664136622,2.2,0.6,64.6,9
"LTER06","Q2.5",2016,"20",28.1875704140587,3.3,0,66.1,21.8
"LTER01","Q2.5",2017,"20",NA,3.3,0,71.7,20.7
"LTER02","Q2.5",2017,"20",27.9582681181486,1.6,1.1,51.1,37.6
"LTER03","Q2.5",2017,"20",28.3406336540718,0,0.5,56.3,13.5
"LTER04","Q2.5",2017,"20",27.1016394492475,1.1,0,43.2,24.2
"LTER05","Q2.5",2017,"20",28.4645918367347,3,0,61,23.2
"LTER06","Q2.5",2017,"20",26.6294691259022,0.6,0.6,53.1,30.2
"LTER01","Q2.5",2018,"20",NA,9.6,0,64.9,11.8
"LTER02","Q2.5",2018,"20",27.8710330122225,1.6,12,33.9,47.5
"LTER03","Q2.5",2018,"20",NA,17.2,0,60.4,10.9
"LTER04","Q2.5",2018,"20",27.7870644127299,6.5,0.5,43,27.4
"LTER05","Q2.5",2018,"20",27.293488372093,6.3,1.1,46.8,26.3
"LTER06","Q2.5",2018,"20",26.7813885936947,1.1,8.8,29.3,47.1
"LTER01","Q2.5",2019,"20",NA,15.6,0.5,40.3,30.5
"LTER02","Q2.5",2019,"20",27.9747720781446,12.1,0.5,17,64.2
"LTER03","Q2.5",2019,"20",26.8923199452751,35.4,0,26,13.3
"LTER04","Q2.5",2019,"20",28.3522945387847,13.2,1.6,30.2,26.5
"LTER05","Q2.5",2019,"20",27.9009289846248,19,1.1,36,13.2
"LTER06","Q2.5",2019,"20",26.9915524884143,17.2,0.6,26.1,37.3
"LTER01","Q2.5",2020,"20",NA,0,0.5,84.1,11.8
"LTER02","Q2.5",2020,"20",28.0048242484057,0,1.6,40.1,45.8
"LTER03","Q2.5",2020,"20",28.2610948310948,0,0,83.9,3.6
"LTER04","Q2.5",2020,"20",27.579980620155,0,1,35.8,24.3
"LTER05","Q2.5",2020,"20",27.971828846957,0,0,61.7,14.4
"LTER06","Q2.5",2020,"20",27.9758045169861,0,1.5,66.7,16.9
"LTER01","Q2.5",2021,"20",NA,1.1,2.7,67.8,27.3
"LTER02","Q2.5",2021,"20",28.2431997658232,0,0,35.5,63.5
"LTER03","Q2.5",2021,"20",NA,0,24.5,70.3,3.6
"LTER04","Q2.5",2021,"20",28.2712806706652,0,17,61,18
"LTER05","Q2.5",2021,"20",28.2025612148054,0.5,16.8,78.8,3.2
"LTER06","Q2.5",2021,"20",28.1940485062843,0,26.4,67.9,4.2
"LTER01","Q2.6",2005,"20",NA,1.8,1.2,80.6,16.3
"LTER02","Q2.6",2005,"20",27.3486436220177,0,0,43.6,59.4
"LTER03","Q2.6",2005,"20",27.2598014202225,0,3,62.1,28.4
"LTER04","Q2.6",2005,"20",NA,5.1,0,90.3,4.6
"LTER05","Q2.6",2005,"20",NA,1.2,0,41.8,57
"LTER06","Q2.6",2005,"20",27.495900203666,0,0,92.3,7.2
"LTER01","Q2.6",2006,"20",NA,3,10.1,60.9,26.1
"LTER02","Q2.6",2006,"20",27.9319263995129,0,0,76,18
"LTER03","Q2.6",2006,"20",27.8824626041944,0,1.2,58.6,23.7
"LTER04","Q2.6",2006,"20",28.2854185022026,4.4,0,83.5,12
"LTER05","Q2.6",2006,"20",27.1457462804685,3.5,0,40.1,55.9
"LTER06","Q2.6",2006,"20",27.9235239838328,3.5,0,88.3,8.2
"LTER01","Q2.6",2007,"20",NA,0.5,0.5,60.9,37.5
"LTER02","Q2.6",2007,"20",27.9682344433872,0,0,96.4,1
"LTER03","Q2.6",2007,"20",27.9358419950504,0,1.5,61.9,23.1
"LTER04","Q2.6",2007,"20",27.9490216150392,6.9,0,92.1,1.1
"LTER05","Q2.6",2007,"20",27.7032219769438,2,0,50.5,46.4
"LTER06","Q2.6",2007,"20",27.9734989915902,5.6,2,83.7,7.7
"LTER02","Q2.6",2008,"20",27.4936664008203,0.5,3,96.5,0
"LTER03","Q2.6",2008,"20",27.4413080777407,0,14.6,82.8,1
"LTER04","Q2.6",2008,"20",27.4124428582277,4,0.5,94.5,1
"LTER05","Q2.6",2008,"20",27.4450958508902,2.1,4.7,88.9,3.7
"LTER06","Q2.6",2008,"20",27.4637628083491,16.5,0,82.5,1
"LTER01","Q2.6",2009,"20",NA,3.6,4.1,87.6,4.6
"LTER02","Q2.6",2009,"20",27.8444088763703,0,2.1,97.9,0
"LTER03","Q2.6",2009,"20",27.7719239552409,0,18.6,80.9,0.5
"LTER04","Q2.6",2009,"20",27.7516158617803,1,0.5,98.5,0
"LTER05","Q2.6",2009,"20",28.1354549439539,0,2.1,97.4,0.5
"LTER06","Q2.6",2009,"20",27.8136374015299,4.2,0.5,95.3,0
"LTER01","Q2.6",2010,"20",NA,0,0,99.5,0.5
"LTER02","Q2.6",2010,"20",27.7875667795335,0,0,100,0
"LTER03","Q2.6",2010,"20",27.7105324250266,0,1.1,97.3,1.6
"LTER04","Q2.6",2010,"20",27.692729279245,0.5,0,99.5,0
"LTER05","Q2.6",2010,"20",26.6025802719121,0,2.7,96.8,0
"LTER06","Q2.6",2010,"20",27.7443217209214,1,0,98,0
"LTER01","Q2.6",2011,"20",NA,3.1,0,95.8,0
"LTER02","Q2.6",2011,"20",27.1482873453853,0,0.5,99.5,0
"LTER03","Q2.6",2011,"20",27.1326841985081,0,11.6,86.3,2
"LTER04","Q2.6",2011,"20",27.1043979296697,0.6,0,99.4,0
"LTER05","Q2.6",2011,"20",26.6905392503536,3.3,4.3,89.7,2.2
"LTER06","Q2.6",2011,"20",27.132411336711,1.1,3.7,94.7,0.5
"LTER01","Q2.6",2012,"20",NA,3.8,3.2,93,0
"LTER02","Q2.6",2012,"20",27.5812892449034,0,1.1,95,4
"LTER03","Q2.6",2012,"20",27.515469829222,0,25.1,73.7,1.2
"LTER04","Q2.6",2012,"20",27.4946154138193,2.6,2.1,94.2,1
"LTER05","Q2.6",2012,"20",27.5461214011334,0.5,3.3,89.6,5.4
"LTER06","Q2.6",2012,"20",27.5772266737554,0,1.6,93,3.2
"LTER01","Q2.6",2013,"20",NA,3.2,0,87.6,0.5
"LTER02","Q2.6",2013,"20",27.3214705546462,0.5,0.5,77.7,5.3
"LTER03","Q2.6",2013,"20",27.2181975637609,0,3.2,70,1.1
"LTER04","Q2.6",2013,"20",27.1946249333638,2.2,0,90.8,1
"LTER05","Q2.6",2013,"20",27.2388506053453,0,3.2,78.9,11.8
"LTER06","Q2.6",2013,"20",27.7932696573823,1.7,0.6,86.2,2.3
"LTER01","Q2.6",2014,"20",NA,3.4,2.2,89.4,1.2
"LTER02","Q2.6",2014,"20",27.6575657543646,0,3.9,74.7,16.2
"LTER03","Q2.6",2014,"20",27.8733529054464,0,1.6,60.4,5.7
"LTER04","Q2.6",2014,"20",27.5694664129401,4.8,0.5,91.4,2.2
"LTER05","Q2.6",2014,"20",27.6289923129614,0.5,2.2,69.2,22.1
"LTER06","Q2.6",2014,"20",27.2518094534712,0,0.6,88.7,7.4
"LTER01","Q2.6",2015,"20",NA,2.3,0.6,87.3,8.7
"LTER02","Q2.6",2015,"20",27.8477554049939,0,0,71.3,23.5
